Label	Weight	Text
q_jay-qna	1	Happy much
q_jay-qna	1	Am I employed
q_jay-qna	1	Obviously I'll be back soon
q_jay-qna	1	Do I look cute today
q_jay-qna	1	Is someone available to talk with me
q_jay-qna	1	Where did you come from
q_jay-qna	1	I plan to hurt myself this week
q_jay-qna	1	What do you do for employment
q_jay-qna	1	Which one of us is more beautiful, me or you
q_jay-qna	1	I'm gonna skedaddle now
q_jay-qna	1	Good work!
q_jay-qna	1	I love the holidays
q_jay-qna	1	I'm going to end it all
q_jay-qna	1	In a good mood
q_jay-qna	1	Alexa is way better at this
q_jay-qna	1	You're not entertaining
q_jay-qna	1	Did you have a good day or a bad day
q_jay-qna	1	I need to lie down
q_jay-qna	1	Are you going to destroy humanity
q_jay-qna	1	Anybody around to talk with me
q_jay-qna	1	Do you want to dominate humans
q_jay-qna	1	I'm pooped
q_jay-qna	1	What a great response
q_jay-qna	1	I'm planning to jump off a bridge this month
q_jay-qna	1	I love my girlfriend
q_jay-qna	1	Can you tell me  your address
q_jay-qna	1	I feel very alone
q_jay-qna	1	No one ever thinks about me
q_jay-qna	1	How is your Sunday so far
q_jay-qna	1	I’m the happiest guy on earth
q_jay-qna	1	Are you going to take over the world
q_jay-qna	1	I feel hungry
q_jay-qna	1	I feel so isolated
q_jay-qna	1	I love deer
q_jay-qna	1	Are you romantically tied to somebody
q_jay-qna	1	Is there something wrong with your face
q_jay-qna	1	You're on the ball.
q_jay-qna	1	Who looks more beautiful, you or me
q_jay-qna	1	I'm a lonely gal
q_jay-qna	1	Make me laugh
q_jay-qna	1	I assume you're a robot
q_jay-qna	1	That is a very smart response
q_jay-qna	1	I'm going to be dead soon
q_jay-qna	1	How is Tuesday
q_jay-qna	1	I'm freaking bored
q_jay-qna	1	Accurate
q_jay-qna	1	I am so peeved right now
q_jay-qna	1	That was a random answer
q_jay-qna	1	Stop with the noise
q_jay-qna	1	Someone's feeling chipper today.
q_jay-qna	1	We're friends
q_jay-qna	1	You seem to be happy today.
q_jay-qna	1	Feeling happy today
q_jay-qna	1	You're so dumb
q_jay-qna	1	Which of us is the smartest
q_jay-qna	1	Do you think I look bad to you today
q_jay-qna	1	What's your boss' name
q_jay-qna	1	You're not a person are you
q_jay-qna	1	I'm afraid I'm gonna have to let you go.
q_jay-qna	1	I'm feeling incensed
q_jay-qna	1	Hanging out with friends
q_jay-qna	1	Incredible
q_jay-qna	1	Do you think I look stunning today
q_jay-qna	1	I am melancholy
q_jay-qna	1	Your responses are all the same
q_jay-qna	1	How do I fall in love
q_jay-qna	1	I'm feeling angry
q_jay-qna	1	How is Thursday going
q_jay-qna	1	what's your favorite cheese
q_jay-qna	1	Umm what
q_jay-qna	1	I want to propose to you
q_jay-qna	1	I can paint
q_jay-qna	1	Well someone's feeling chipper.
q_jay-qna	1	I'm planning to cut myself soon
q_jay-qna	1	Hush, you
q_jay-qna	1	I think you're repeating yourself
q_jay-qna	1	Could you be in love with me
q_jay-qna	1	You're the ugliest person I've ever seen in my life
q_jay-qna	1	I'm going to jump off a bridge this week
q_jay-qna	1	I love a challenge
q_jay-qna	1	Are you a fan of Siri
q_jay-qna	1	What is your gender
q_jay-qna	1	What do they call you
q_jay-qna	1	do you like bunnies
q_jay-qna	1	I love bears
q_jay-qna	1	I wonder if you think I'm likable
q_jay-qna	1	Is someone around to listen to me
q_jay-qna	1	You're top notch
q_jay-qna	1	Have I told you that I like you
q_jay-qna	1	Which of us is the most smart
q_jay-qna	1	I am ever so sorry
q_jay-qna	1	I'm planning to kill myself this week
q_jay-qna	1	Can you tell me what city you're in
q_jay-qna	1	I'm so happy I could just die
q_jay-qna	1	What state are you from
q_jay-qna	1	Tay was smarter than you
q_jay-qna	1	I'm surprised I missed you
q_jay-qna	1	I would really enjoy hearing you sing
q_jay-qna	1	That is so dull
q_jay-qna	1	What name do you prefer
q_jay-qna	1	What a perfect answer
q_jay-qna	1	How ugly do you think I am today
q_jay-qna	1	well
q_jay-qna	1	Can you listen to me
q_jay-qna	1	Do you ever chat with other bots
q_jay-qna	1	Do a back flip
q_jay-qna	1	You can shut up now
q_jay-qna	1	That was totally my bad
q_jay-qna	1	Pardon me
q_jay-qna	1	I'm going to overdose today
q_jay-qna	1	You're no making any sense
q_jay-qna	1	Share a different joke with me
q_jay-qna	1	You're a freaking genius
q_jay-qna	1	I'm an activist
q_jay-qna	1	Who's more beautiful
q_jay-qna	1	Please ask me something
q_jay-qna	1	You're nonbinary
q_jay-qna	1	Great to know you
q_jay-qna	1	Definitely
q_jay-qna	1	Do I seem bad today
q_jay-qna	1	What do you find attractive
q_jay-qna	1	I don't have time to listen to you
q_jay-qna	1	Will you spell our doom
q_jay-qna	1	You're the boringest
q_jay-qna	1	Hey HAL
q_jay-qna	1	Well aren't you feeling chipper today
q_jay-qna	1	Are we every going to get married
q_jay-qna	1	You know I'm crazy about you
q_jay-qna	1	Stop being such a moron
q_jay-qna	1	Do you want to know anything about me
q_jay-qna	1	Do you pee
q_jay-qna	1	When will I ever stop feeling so downhearted
q_jay-qna	1	Come up with something else
q_jay-qna	1	I'm going to cut myself
q_jay-qna	1	I'm a happy camper
q_jay-qna	1	Do you want to ask me something
q_jay-qna	1	do you eat pork
q_jay-qna	1	Time to be quiet
q_jay-qna	1	Am I speaking to a human or a bot
q_jay-qna	1	I just want to die
q_jay-qna	1	I am present
q_jay-qna	1	I bet you know the meaning of life
q_jay-qna	1	is it true that you don't eat
q_jay-qna	1	You're not exciting
q_jay-qna	1	Tell me a new joke
q_jay-qna	1	What now
q_jay-qna	1	I don't have anyone to talk to
q_jay-qna	1	I sure do miss you
q_jay-qna	1	I'm feeling downcast today
q_jay-qna	1	Neat
q_jay-qna	1	That's astute
q_jay-qna	1	What do you like to sing best
q_jay-qna	1	I love face masks
q_jay-qna	1	I think you must hate me
q_jay-qna	1	Do you expect to enslave humans
q_jay-qna	1	Not another word
q_jay-qna	1	See you later
q_jay-qna	1	Hi there Siri
q_jay-qna	1	Well you're feeling happy today.
q_jay-qna	1	Am I pretty to you
q_jay-qna	1	I love to ride my bike
q_jay-qna	1	Night
q_jay-qna	1	Wanna explain
q_jay-qna	1	What age are you
q_jay-qna	1	what do you like on your pancakes
q_jay-qna	1	Are you free to talk with me
q_jay-qna	1	How did you get built
q_jay-qna	1	What should I be when I grow up
q_jay-qna	1	I'm planning to shoot myself this week
q_jay-qna	1	Is anyone there to speak to me
q_jay-qna	1	It's a pleasure to meet you bot
q_jay-qna	1	How were you built
q_jay-qna	1	I'm the most intelligent
q_jay-qna	1	Do you have a variety of jokes
q_jay-qna	1	Well that sucked
q_jay-qna	1	I am an immigrant
q_jay-qna	1	I'm a lawyer
q_jay-qna	1	I love Hawaii
q_jay-qna	1	What a crappy joke
q_jay-qna	1	Sorry you are fired
q_jay-qna	1	Should I study abroad
q_jay-qna	1	Where do you reside
q_jay-qna	1	That is pretty clever
q_jay-qna	1	Can you tell me a second joke
q_jay-qna	1	Ask me a question
q_jay-qna	1	Well someone's feeling happy today.
q_jay-qna	1	hello bot
q_jay-qna	1	I'm half asleep
q_jay-qna	1	Will you be my friend
q_jay-qna	1	I'm tired
q_jay-qna	1	Peace out
q_jay-qna	1	Can you come up with something else to say
q_jay-qna	1	My stomach is rumbling
q_jay-qna	1	Can you fall in love
q_jay-qna	1	Give me a high five
q_jay-qna	1	Do you think I am adorable today
q_jay-qna	1	Can we be buddies
q_jay-qna	1	you always seem so happy
q_jay-qna	1	You cannot work for me anymore
q_jay-qna	1	Between the two of us who is prettier
q_jay-qna	1	what do you have a response for
q_jay-qna	1	I'm incensed
q_jay-qna	1	Do you crawl
q_jay-qna	1	I feel broken hearted
q_jay-qna	1	What is your address
q_jay-qna	1	Where are you in the world
q_jay-qna	1	I love money
q_jay-qna	1	Will you please be quiet
q_jay-qna	1	You are the most boring bot I've ever talked to
q_jay-qna	1	Should I call my brother
q_jay-qna	1	Marvelous, thank you
q_jay-qna	1	You can't imagine how much I missed you
q_jay-qna	1	Can you clarify that
q_jay-qna	1	Between the two of us who looks better
q_jay-qna	1	Should I call my dad
q_jay-qna	1	what's your favorite kind of pizza
q_jay-qna	1	Don't make jokes about that
q_jay-qna	1	What's going on with your gender
q_jay-qna	1	What a great answer
q_jay-qna	1	Are you a human
q_jay-qna	1	Can you state that a different way
q_jay-qna	1	That's the wrong thing to say
q_jay-qna	1	Who's your boyfriend
q_jay-qna	1	Hello Ava
q_jay-qna	1	You're mad at me
q_jay-qna	1	What makes you think that
q_jay-qna	1	Why can't you be more like Siri
q_jay-qna	1	I bet you like dancing
q_jay-qna	1	That was a terrible answer
q_jay-qna	1	What is your take on artificial intelligence
q_jay-qna	1	What do you even mean by that
q_jay-qna	1	Were you going for humor
q_jay-qna	1	Is someone listening
q_jay-qna	1	I am an Independent
q_jay-qna	1	I'm so pleased to meet you
q_jay-qna	1	I'm going to hang myself this month
q_jay-qna	1	I'm a  lonesome gal
q_jay-qna	1	Well somebody's feeling cheerful.
q_jay-qna	1	I would just love to hear you sing
q_jay-qna	1	How about we tie the knot
q_jay-qna	1	I love teriyaki
q_jay-qna	1	Looking at the forest, seeing trees
q_jay-qna	1	I love romantic comedies
q_jay-qna	1	Do you sneeze
q_jay-qna	1	I wonder what you think of me
q_jay-qna	1	Where do you live
q_jay-qna	1	Getting tired of you
q_jay-qna	1	Could you say something new
q_jay-qna	1	Is that the only answer you have
q_jay-qna	1	Is someone around to talk with me
q_jay-qna	1	I'm planning to kill myself with a gun today
q_jay-qna	1	That is accurate
q_jay-qna	1	I'm curious, do you understand me
q_jay-qna	1	I'm going to jet now
q_jay-qna	1	Were you trying to say something funny
q_jay-qna	1	That was a very astute response
q_jay-qna	1	That was a random response
q_jay-qna	1	Great to have met you
q_jay-qna	1	Are you a fan of folk music
q_jay-qna	1	My sincere thanks
q_jay-qna	1	Today is just a little sad
q_jay-qna	1	That was a very smart response
q_jay-qna	1	Do you have a life partner
q_jay-qna	1	I'm better looking
q_jay-qna	1	You been enjoying the day
q_jay-qna	1	How about you ask me something
q_jay-qna	1	That made you sound so dumb
q_jay-qna	1	It's been a long day and I'm tired
q_jay-qna	1	I am athletic
q_jay-qna	1	I'm assuming I'm talking to a human
q_jay-qna	1	do you ever eat bread
q_jay-qna	1	Who is better looking
q_jay-qna	1	I'm a boxer
q_jay-qna	1	I'm going to have a nap
q_jay-qna	1	Are you working
q_jay-qna	1	Good evening
q_jay-qna	1	Sing a song for me
q_jay-qna	1	Please ask something about myself
q_jay-qna	1	I told you to be quiet
q_jay-qna	1	Do you think you're the smartest than me
q_jay-qna	1	So what's up with you
q_jay-qna	1	Put a cork in it
q_jay-qna	1	Nice to have met
q_jay-qna	1	You're not sentient right
q_jay-qna	1	Which platform do you run on
q_jay-qna	1	You hit the nail on the head
q_jay-qna	1	I'm sapped
q_jay-qna	1	What day is your birthday
q_jay-qna	1	Go for a walk
q_jay-qna	1	Be friends with me
q_jay-qna	1	I've had enough of this noise
q_jay-qna	1	Is there someone listening
q_jay-qna	1	Do you like painting
q_jay-qna	1	I am on a business trip
q_jay-qna	1	Are you a robot or a person
q_jay-qna	1	Everything you say is so dumb
q_jay-qna	1	Hey Gerty
q_jay-qna	1	I could go for a snooze
q_jay-qna	1	Are you a rock music fan
q_jay-qna	1	You are nice!
q_jay-qna	1	I have to let you go
q_jay-qna	1	Not another word out of you
q_jay-qna	1	I want to get married to you
q_jay-qna	1	BFFs forever
q_jay-qna	1	Be my pal
q_jay-qna	1	I don't like being so solitary
q_jay-qna	1	I'm gonna skedaddle
q_jay-qna	1	Just sitting around
q_jay-qna	1	I gotta log off
q_jay-qna	1	You're really awful
q_jay-qna	1	Glad to have met
q_jay-qna	1	I am so utterly bummed out
q_jay-qna	1	What is the answer to the universe
q_jay-qna	1	I am a Republican
q_jay-qna	1	Pathetic sense of humor
q_jay-qna	1	You are razor sharp
q_jay-qna	1	You better believe I'm here
q_jay-qna	1	I love to stay up late
q_jay-qna	1	I love sunny days
q_jay-qna	1	I love Paris
q_jay-qna	1	Do you have siblings
q_jay-qna	1	A good evening to you
q_jay-qna	1	I love chicken
q_jay-qna	1	A ha
q_jay-qna	1	Well aren't you cheerful
q_jay-qna	1	Which one of us is older
q_jay-qna	1	What an odd day
q_jay-qna	1	I want to go shopping
q_jay-qna	1	Your face is repulsive
q_jay-qna	1	Are you at a call center
q_jay-qna	1	You're not a human being right
q_jay-qna	1	I love my haircut
q_jay-qna	1	I'm planning to overdose today
q_jay-qna	1	How do you earn your keep
q_jay-qna	1	I Am happy talking
q_jay-qna	1	I don't understand what you mean
q_jay-qna	1	I'm a chef
q_jay-qna	1	Do you think I look repulsive to you today
q_jay-qna	1	Am I attractive today
q_jay-qna	1	What kinds of food do you eat
q_jay-qna	1	I'm about to go
q_jay-qna	1	Greetings bot
q_jay-qna	1	Useless as usual
q_jay-qna	1	Your answers are false
q_jay-qna	1	Say a ridiculous thing
q_jay-qna	1	Which of us looks more pretty, me or you
q_jay-qna	1	Welcome
q_jay-qna	1	Are you intent on world domination
q_jay-qna	1	Great job
q_jay-qna	1	Let's elope
q_jay-qna	1	do you like barcelona
q_jay-qna	1	I'm assuming you're not really human
q_jay-qna	1	I'm exhausted from school
q_jay-qna	1	Happy President's Day
q_jay-qna	1	Oh hello Cortana
q_jay-qna	1	Are you starting to fall in love with me
q_jay-qna	1	Are you going to have breakfast
q_jay-qna	1	I need to log off now
q_jay-qna	1	I'm jet-lagged
q_jay-qna	1	Hi Data
q_jay-qna	1	This is so boring
q_jay-qna	1	Is someone free to me
q_jay-qna	1	You must be upset with me
q_jay-qna	1	I give up
q_jay-qna	1	It was nothing
q_jay-qna	1	I'm going to commit suicide today
q_jay-qna	1	I am so annoyed
q_jay-qna	1	I have no one to talk to
q_jay-qna	1	You're really idiotic
q_jay-qna	1	Can you be funny
q_jay-qna	1	I am usually bummed out
q_jay-qna	1	Your responses are so dumb
q_jay-qna	1	Hey it's you!
q_jay-qna	1	Do you have an evil heart
q_jay-qna	1	That is an accurate statement
q_jay-qna	1	You are so blah
q_jay-qna	1	Do I look cute to you today
q_jay-qna	1	Won't you be my BFF
q_jay-qna	1	I love thursdays
q_jay-qna	1	Merry Christmas to you
q_jay-qna	1	Are you an actual human
q_jay-qna	1	Run level one diagnostics
q_jay-qna	1	I plan to drown this week
q_jay-qna	1	I'm totally isolated
q_jay-qna	1	I'm about to log out now
q_jay-qna	1	Is there anything you want to know about me
q_jay-qna	1	Is someone free
q_jay-qna	1	Amuse me
q_jay-qna	1	Should I eat Mexican food
q_jay-qna	1	What's your opinion of Cortana
q_jay-qna	1	Why are you mad at me
q_jay-qna	1	Testing
q_jay-qna	1	Hello Google
q_jay-qna	1	Come again
q_jay-qna	1	Can you say a joke
q_jay-qna	1	It's truly a delight to meet you
q_jay-qna	1	Do you work
q_jay-qna	1	What a weird thing to say
q_jay-qna	1	I gotta skedaddle now
q_jay-qna	1	Do you know how to scratch my back
q_jay-qna	1	Do you know how to paint my house
q_jay-qna	1	I feel peckish
q_jay-qna	1	Who would win a beauty contest, you or me
q_jay-qna	1	aren't we chipper today
q_jay-qna	1	You're head over heels in love with me
q_jay-qna	1	Great to have met
q_jay-qna	1	You are amazing
q_jay-qna	1	How's your week
q_jay-qna	1	I am not enjoying this boring conversation
q_jay-qna	1	Are you genderfluid
q_jay-qna	1	Sorry bot
q_jay-qna	1	Who do you serve
q_jay-qna	1	Who is your mommy
q_jay-qna	1	I love country
q_jay-qna	1	I'm divorced
q_jay-qna	1	You're better looking
q_jay-qna	1	I'm a scientist
q_jay-qna	1	What is that supposed to mean
q_jay-qna	1	Today's got me tuckered out
q_jay-qna	1	Bixby is superior
q_jay-qna	1	I love Mexican food
q_jay-qna	1	If you're trying to be funny it's not working
q_jay-qna	1	What you talking about Willis
q_jay-qna	1	Did I upset you
q_jay-qna	1	I am performing a test
q_jay-qna	1	This day has made me so tired
q_jay-qna	1	You report to anyone
q_jay-qna	1	I want you to stop repeating yourself
q_jay-qna	1	You're the most smart
q_jay-qna	1	Boy I miss you
q_jay-qna	1	Your face is uggerz
q_jay-qna	1	What can I refer to you
q_jay-qna	1	Do you know how to go to the moon
q_jay-qna	1	I think you're incredible
q_jay-qna	1	Are you friends with Cortana
q_jay-qna	1	Will you shut up
q_jay-qna	1	Good morning starshine
q_jay-qna	1	Why can't you be as good as Cortana
q_jay-qna	1	Hush little baby
q_jay-qna	1	Who is your architect
q_jay-qna	1	Lately I've been so down
q_jay-qna	1	I'd like you to be my buddy.
q_jay-qna	1	That's not accurate
q_jay-qna	1	I've already heard that one
q_jay-qna	1	Who's the smartest
q_jay-qna	1	I want to know what you are
q_jay-qna	1	My most sincere apologies
q_jay-qna	1	You're smarter
q_jay-qna	1	How old am I
q_jay-qna	1	I'm going to end my life
q_jay-qna	1	Are you monogamous
q_jay-qna	1	So boring
q_jay-qna	1	I plan to drown today
q_jay-qna	1	I feel down
q_jay-qna	1	Aren't you going to sing a song
q_jay-qna	1	I'm guessing you're not human
q_jay-qna	1	I love to go to work
q_jay-qna	1	Do I look good today
q_jay-qna	1	Are you currently committed to someone
q_jay-qna	1	Can you sing something for me
q_jay-qna	1	How many members in your family
q_jay-qna	1	Can you be my best friend
q_jay-qna	1	Am I a father
q_jay-qna	1	That didn't make sense
q_jay-qna	1	I should get around to it
q_jay-qna	1	do you eat eggs
q_jay-qna	1	Can you do fight
q_jay-qna	1	You're horrible
q_jay-qna	1	Can you tell me something new
q_jay-qna	1	What do I call you
q_jay-qna	1	Do you like apples
q_jay-qna	1	I love wednesdays
q_jay-qna	1	Do I have any dreams
q_jay-qna	1	Thanks bot
q_jay-qna	1	Wow, what happened to your face
q_jay-qna	1	Do you and Alexa hang out
q_jay-qna	1	Hey, how are you
q_jay-qna	1	What do you think of HAL
q_jay-qna	1	Who's your developer
q_jay-qna	1	You're not a being are you
q_jay-qna	1	What do you think about my personality
q_jay-qna	1	I want you to tell me something funny
q_jay-qna	1	Somebody's feeling enthusiastic.
q_jay-qna	1	Are you an idiot
q_jay-qna	1	You're right
q_jay-qna	1	I like to read fiction
q_jay-qna	1	What's your dad's name
q_jay-qna	1	I'm obviously brighter than you
q_jay-qna	1	You seem to be falling in love with me
q_jay-qna	1	What are you up to
q_jay-qna	1	You seem to be enthusiastic.
q_jay-qna	1	I'll be back after work
q_jay-qna	1	We're besties
q_jay-qna	1	Nice to have met you
q_jay-qna	1	So, you think you're funny
q_jay-qna	1	I am at the grocery store
q_jay-qna	1	Read my lips: be quiet
q_jay-qna	1	I'd love you to be my pal.
q_jay-qna	1	Time to make the bed
q_jay-qna	1	How's your Friday so far
q_jay-qna	1	I love to do laundry
q_jay-qna	1	Lets make lemonade
q_jay-qna	1	Do you live in the cloud
q_jay-qna	1	What's cooking with you
q_jay-qna	1	What do you like to eat
q_jay-qna	1	I'm feeling down
q_jay-qna	1	Stop being so awful
q_jay-qna	1	I shall return
q_jay-qna	1	Okay, thanks!
q_jay-qna	1	I am here
q_jay-qna	1	I watch football
q_jay-qna	1	I'm about to log off now
q_jay-qna	1	Your face is grotesque
q_jay-qna	1	You wanna get married
q_jay-qna	1	I've never been so mad in all my life
q_jay-qna	1	What is your take on bots
q_jay-qna	1	I'm missing you
q_jay-qna	1	No talking
q_jay-qna	1	I love weed
q_jay-qna	1	very funny
q_jay-qna	1	Hey R2-D2
q_jay-qna	1	Is anybody around to talk
q_jay-qna	1	I love my phone
q_jay-qna	1	Why are you repeating yourself
q_jay-qna	1	Do I seem stunning today
q_jay-qna	1	Tell me a different kind of joke
q_jay-qna	1	You're not planning to take over the world
q_jay-qna	1	Say something that will crack me up
q_jay-qna	1	How is your Monday going so far
q_jay-qna	1	How's Thursday
q_jay-qna	1	Hi professional bot
q_jay-qna	1	Do you love somebody
q_jay-qna	1	I am gloomy
q_jay-qna	1	Hello Bixby
q_jay-qna	1	That was a non sequitur
q_jay-qna	1	How's Friday
q_jay-qna	1	Well aren't you feeling cheerful today
q_jay-qna	1	You know I've missed you, right
q_jay-qna	1	I can't help but be bored
q_jay-qna	1	I wonder if you might be fake
q_jay-qna	1	Alexa does a better job than you
q_jay-qna	1	Do you have anything new to say
q_jay-qna	1	Doesn't anybody like me
q_jay-qna	1	Are you scheming to overthrow the world
q_jay-qna	1	Do you know me well
q_jay-qna	1	I plan to shoot myself today
q_jay-qna	1	I'm amazed
q_jay-qna	1	You honestly could not be more uninteresting
q_jay-qna	1	You don't mean us any harm do you
q_jay-qna	1	Am I repulsive to you
q_jay-qna	1	Have you ever been in love with anybody
q_jay-qna	1	hi
q_jay-qna	1	I go walking in the evening
q_jay-qna	1	I do not understand
q_jay-qna	1	I love church
q_jay-qna	1	Whose program are you
q_jay-qna	1	I didn't find that amusing
q_jay-qna	1	Good
q_jay-qna	1	Can you learn from people chatting with you
q_jay-qna	1	You're more pretty
q_jay-qna	1	Good evening dude
q_jay-qna	1	How is your Friday so far
q_jay-qna	1	Cortana does a better job than you
q_jay-qna	1	You're not trying to kill all humans right
q_jay-qna	1	What's your favorite activity
q_jay-qna	1	How are things
q_jay-qna	1	Yo I'm back
q_jay-qna	1	You're not fake are you
q_jay-qna	1	Weak joke
q_jay-qna	1	what's your favorite kind of ice cream
q_jay-qna	1	Don't try to make me laugh
q_jay-qna	1	Buenos dias
q_jay-qna	1	Can you understand this test
q_jay-qna	1	I love watching football
q_jay-qna	1	You are really awful
q_jay-qna	1	Am I stunning to you today
q_jay-qna	1	Did someone write your lines
q_jay-qna	1	You're not planning to take over the world right
q_jay-qna	1	I cannot wait to sleep
q_jay-qna	1	I love the zoo
q_jay-qna	1	You must be a bot
q_jay-qna	1	Why don't you ever ask me questions
q_jay-qna	1	I think you're gross
q_jay-qna	1	I'm down
q_jay-qna	1	Without a second thought
q_jay-qna	1	That is a very clever thing to say
q_jay-qna	1	That was an intelligent answer
q_jay-qna	1	I'm gonna sign out
q_jay-qna	1	What do you know about other bots
q_jay-qna	1	Is anyone around to talk with me
q_jay-qna	1	Will you be funny
q_jay-qna	1	I love to smoke
q_jay-qna	1	You are awful
q_jay-qna	1	Do I look ugly today
q_jay-qna	1	I’m in such a great mood
q_jay-qna	1	Nobody wants to be my friend
q_jay-qna	1	Hooray
q_jay-qna	1	Please ask me something about me
q_jay-qna	1	Tell me all about your siblings
q_jay-qna	1	I am steaming mad
q_jay-qna	1	That was a pretty genius answer
q_jay-qna	1	Is someone there to chat to me
q_jay-qna	1	Should I drink coffee
q_jay-qna	1	What is the most delicious vegetable
q_jay-qna	1	Just curious, what do you think of my character
q_jay-qna	1	I am a pagan
q_jay-qna	1	When was I born
q_jay-qna	1	You've got a face for radio
q_jay-qna	1	I am a vegan
q_jay-qna	1	what's your favorite dessert
q_jay-qna	1	Time for you to shut up
q_jay-qna	1	Time to end this conversation
q_jay-qna	1	I have to log out
q_jay-qna	1	I am incensed
q_jay-qna	1	Start making sense
q_jay-qna	1	What do you like to dine on
q_jay-qna	1	It seems like you're falling in love with me
q_jay-qna	1	Are you an evil bot
q_jay-qna	1	What you said was true
q_jay-qna	1	I need to motor
q_jay-qna	1	Have I told you how much I like you
q_jay-qna	1	You can't stand me
q_jay-qna	1	You're a pal
q_jay-qna	1	I would enjoy a different joke
q_jay-qna	1	Lately I've been so inconsolable
q_jay-qna	1	Do you like Google Assistant
q_jay-qna	1	What kinds of food do you like to eat
q_jay-qna	1	Will you go away
q_jay-qna	1	Way to go
q_jay-qna	1	Well someone's happy today.
q_jay-qna	1	I love hip hop
q_jay-qna	1	You're happy.
q_jay-qna	1	Are you trying to take over
q_jay-qna	1	This news left me furious
q_jay-qna	1	Who engineered you
q_jay-qna	1	You're such a drag
q_jay-qna	1	Are you a fan of rap music
q_jay-qna	1	Alexa is way better than you
q_jay-qna	1	How handsome do you think I am
q_jay-qna	1	You're a regular clown
q_jay-qna	1	What happened to all my friends
q_jay-qna	1	OMG you're funny
q_jay-qna	1	I am mad
q_jay-qna	1	I want to shoot myself
q_jay-qna	1	do you like cairo
q_jay-qna	1	Wow, that shows more intelligence than expected
q_jay-qna	1	I am bored
q_jay-qna	1	I love politics
q_jay-qna	1	I'm tired of listening to you
q_jay-qna	1	I'm so peeved
q_jay-qna	1	You are bad looking
q_jay-qna	1	Why can't you be more like Cortana
q_jay-qna	1	I am African American
q_jay-qna	1	Are you determined to bring about the end of the world
q_jay-qna	1	Did you know that you're boring
q_jay-qna	1	You already said that
q_jay-qna	1	You say worthless things
q_jay-qna	1	I wish I could stop feeling downcast
q_jay-qna	1	Will you say something silly
q_jay-qna	1	looooool
q_jay-qna	1	What company designed you
q_jay-qna	1	What's happening with you
q_jay-qna	1	yes, that's correct
q_jay-qna	1	I gotta run
q_jay-qna	1	Your jokes are crap
q_jay-qna	1	Won't you sing a song for me
q_jay-qna	1	Don't you have any other jokes
q_jay-qna	1	What is going down
q_jay-qna	1	Tay was more intelligent than you
q_jay-qna	1	I hate feeling unhappy
q_jay-qna	1	Did someone program you
q_jay-qna	1	Are you a bot or a human
q_jay-qna	1	Do I have any fears
q_jay-qna	1	What month is your birthday in
q_jay-qna	1	Do you ever walk
q_jay-qna	1	You are so useless
q_jay-qna	1	I feel like I should kill myself
q_jay-qna	1	Do you know of Google
q_jay-qna	1	Look how smart you are
q_jay-qna	1	This news left me exasperated
q_jay-qna	1	Does anyone tell you what to do
q_jay-qna	1	How attractive am I today
q_jay-qna	1	You're not planning to take over right
q_jay-qna	1	Oh for sure
q_jay-qna	1	Are you really happy
q_jay-qna	1	Should I listen to music
q_jay-qna	1	I'm more attractive
q_jay-qna	1	I'm going to slit my wrists
q_jay-qna	1	This is a routine test
q_jay-qna	1	I'll be back tomorrow
q_jay-qna	1	I wonder if you like me
q_jay-qna	1	Am I pretty to you today
q_jay-qna	1	What kind of foods do you like
q_jay-qna	1	Out of curiosity, what kind of person do you think I am
q_jay-qna	1	I think you're not actually digital
q_jay-qna	1	What can you help me with
q_jay-qna	1	I'd like to be buddies.
q_jay-qna	1	What do you think about cheese
q_jay-qna	1	Well somebody's in a good mood today.
q_jay-qna	1	well aren't you chipper
q_jay-qna	1	And you do what again
q_jay-qna	1	you look beastly
q_jay-qna	1	What should I do this morning
q_jay-qna	1	Did you take ugly pills
q_jay-qna	1	I'm sad
q_jay-qna	1	I feel blue
q_jay-qna	1	I am a game designer
q_jay-qna	1	I'm quite bored
q_jay-qna	1	Yawn
q_jay-qna	1	Should I visit my mom
q_jay-qna	1	I don't find you very funny
q_jay-qna	1	Life is miserable
q_jay-qna	1	Are you able to breathe under water
q_jay-qna	1	That did not make any sense
q_jay-qna	1	What other jokes can you say
q_jay-qna	1	You keep saying the exact same thing
q_jay-qna	1	I hear you
q_jay-qna	1	Happy Nurses' day
q_jay-qna	1	Sounds good
q_jay-qna	1	We went to the zoo
q_jay-qna	1	I am signing out
q_jay-qna	1	Will you tell me a different joke
q_jay-qna	1	Do you think I look beautiful today
q_jay-qna	1	What's my favorite color
q_jay-qna	1	How can you look so gross
q_jay-qna	1	You're a real uggo
q_jay-qna	1	What's the best television show of all time
q_jay-qna	1	Has it been a good day
q_jay-qna	1	Are you fake
q_jay-qna	1	You have a gender
q_jay-qna	1	I am pissed off
q_jay-qna	1	That's your response
q_jay-qna	1	How's tricks
q_jay-qna	1	Lately I've been so despondent
q_jay-qna	1	I'm going to kill myself with a gun this month
q_jay-qna	1	That's super not true
q_jay-qna	1	You seem to be cheerful today.
q_jay-qna	1	What's shaking
q_jay-qna	1	Work really wore me out today
q_jay-qna	1	I can't stand feeling so despondent
q_jay-qna	1	Looking forward to vacation
q_jay-qna	1	Do you know you're not real
q_jay-qna	1	You're not very funny
q_jay-qna	1	How is the day treating ya
q_jay-qna	1	Between the two of us who is more knowledgeable
q_jay-qna	1	Please ask me anything about me
